bar,beer,price
Goodlife Brewing Co.,Curve Ball,8.93
Goodlife Brewing Co.,Blonde Ale,6.26
Goodlife Brewing Co.,AK-47 Malt Liquor,5.21
Goodlife Brewing Co.,DPA,5.8
Goodlife Brewing Co.,Alki Ale,8.14
Goodlife Brewing Co.,Imperial Stout,9.24
Goodlife Brewing Co.,Zephyrus Pilsner,9.32
Goodlife Brewing Co.,Del Rio Lager,4.79
Goodlife Brewing Co.,LaConner Pilsener,8.75
Goodlife Brewing Co.,Rye,8.56
Breakside Brewery,Puget Porter,4.64
Breakside Brewery,Sick Duck Imperial Stout,4.64
Breakside Brewery,Pyramid Apricot Weizen,4.9
Breakside Brewery,Pilsner,4.8
Breakside Brewery,Fauntleroy Stout,6.87
Breakside Brewery,Skibbereen Stout,8.92
Breakside Brewery,Thunder Head IPA,7.03
Breakside Brewery,Danger Ale,6.37
Breakside Brewery,Pseudo Lambic Framboise,8.86
Breakside Brewery,Elysian Fields Pale Ale,9.33
Goose Island Brewery Company,Amber Ale,7.1
Goose Island Brewery Company,Baron Helles Bock,5.89
Goose Island Brewery Company,Warminster Special Bitter,7.57
Goose Island Brewery Company,Icebreaker Barley Wine,6.33
Goose Island Brewery Company,Porter,8.77
Goose Island Brewery Company,Foster Child Australian Lager,4.68
Goose Island Brewery Company,Jolly Roger,4.88
Goose Island Brewery Company,Curve Ball,9.28
Goose Island Brewery Company,Skagit Brown Ale,6.89
Goose Island Brewery Company,Pale Ale,6.87
Burnside Brewing Co.,Rat City IPA,7.21
Burnside Brewing Co.,Blonde Ale,6.95
Burnside Brewing Co.,Spiced Ale,6.54
Burnside Brewing Co.,Del Rio Lager,5.19
Burnside Brewing Co.,Leviathan 2004,6.49
Burnside Brewing Co.,Pale Ale,7.81
Burnside Brewing Co.,Free Bike Amber,5.44
Burnside Brewing Co.,IPA,4.93
Burnside Brewing Co.,Blonde Ale,8.13
Burnside Brewing Co.,Vashon Old Stock Ale,6.6
Hop Valley Brewing Company,Bottleworks IPA,6.92
Hop Valley Brewing Company,Firkin IPA,5.6
Hop Valley Brewing Company,Troll Porter,7.12
Hop Valley Brewing Company,Hefeweizen,5.61
Hop Valley Brewing Company,Firehouse Red,7.15
Hop Valley Brewing Company,Thunder Head IPA,7.58
Hop Valley Brewing Company,Pale Ale,7.36
Hop Valley Brewing Company,Highwater Porter,6.26
Hop Valley Brewing Company,Curve Ball,6.46
Hop Valley Brewing Company,Drawbridge Blonde,7.74
Worthy Brewing Company,Spitfire Best Bitter,9.06
Worthy Brewing Company,BiFr̦st Winter Ale,6.81
Worthy Brewing Company,Farm Frog,5.16
Worthy Brewing Company,Oatmeal Stout,8.3
Worthy Brewing Company,Redhook Long Hammer IPA,7.69
Worthy Brewing Company,Monkfish Tripel,6.07
Worthy Brewing Company,Porter,7.51
Worthy Brewing Company,Admiral ESB,8.04
Worthy Brewing Company,Dry Hopped IPA,8.13
Worthy Brewing Company,Mudshark Porter,9.22
Occidental Brewing Company,Trumpeter,7.11
Occidental Brewing Company,Golden,7.8
Occidental Brewing Company,Brown's Point ESB,5.34
Occidental Brewing Company,Steamer Glide Stout,5.31
Occidental Brewing Company,Mongoose IPA,7.96
Occidental Brewing Company,Zephyrus Pilsner,6.03
Occidental Brewing Company,WinterFish Ale,6.93
Occidental Brewing Company,Fauntleroy Stout,6.81
Occidental Brewing Company,Salmon Bay E.S.B.,7.92
Occidental Brewing Company,The Wise ESB,7.29
Fearless Brewing Company,Baron Pilsner,5.97
Fearless Brewing Company,Pseudo Lambic Framboise,6.97
Fearless Brewing Company,Point Defiance IPA,4.71
Fearless Brewing Company,Krystal Weizen,4.84
Fearless Brewing Company,Thornton Creel Ale,6.35
Fearless Brewing Company,Zephyrus Pilsner,7.16
Fearless Brewing Company,IPA,4.63
Fearless Brewing Company,Winterhook Robust Winter Ale 2000,5.36
Fearless Brewing Company,Irish Stout,7.1
Fearless Brewing Company,Red Menace Big Amber,8.25
Upland Brewing Company,BiFr̦st Winter Ale,5.59
Upland Brewing Company,India Pale Ale,5.31
Upland Brewing Company,Steelie Brown Ale,9.33
Upland Brewing Company,Kilt Lifter Scotch Ale,8.99
Upland Brewing Company,Extra Special Bitter,4.51
Upland Brewing Company,Skagit Brown Ale,7.47
Upland Brewing Company,Clipper Gold Hefeweizen,6.64
Upland Brewing Company,Irish Style Ale,8.98
Upland Brewing Company,Maibock,8.51
Upland Brewing Company,Curve Ball,6.03
Mehana Brewing Co.,Admiral ESB,8.29
Mehana Brewing Co.,Blacktop Porter,5.21
Mehana Brewing Co.,Blacktop Porter,7.82
Mehana Brewing Co.,Free Bike Amber,6.62
Mehana Brewing Co.,Whistling Pig Hefeweizen,7.44
Mehana Brewing Co.,Three Threads Porter,9.06
Mehana Brewing Co.,Pale Ale,4.55
Mehana Brewing Co.,Pyramid Hefe Weizen,5.07
Mehana Brewing Co.,Oatmeal Stout,6.83
Mehana Brewing Co.,Puget Porter,6.06
Hawai'i Nui Brewing Co.,India Pale Ale,8.85
Hawai'i Nui Brewing Co.,Apricot Weizen Ale,5.95
Hawai'i Nui Brewing Co.,Cream Stout,8.19
Hawai'i Nui Brewing Co.,India Pale Ale,6.04
Hawai'i Nui Brewing Co.,Grand Cru,7.94
Hawai'i Nui Brewing Co.,Wheat Beer,5.72
Hawai'i Nui Brewing Co.,Ambrosia Maibock,7.66
Hawai'i Nui Brewing Co.,Terminator Stout,7.16
Hawai'i Nui Brewing Co.,Extra Special Bitter,8.67
Hawai'i Nui Brewing Co.,Dutch Girl Lager,6.68
People's Brewing Company,Leviathan 2004,8.28
People's Brewing Company,Pale Ale,7.21
People's Brewing Company,Old Woody 2005,7.12
People's Brewing Company,India Pale Ale,5.35
People's Brewing Company,Oatmeal Stout,8.97
People's Brewing Company,Flagship Red Alt Ale,5.28
People's Brewing Company,Red Menace Big Amber,9.01
People's Brewing Company,Skibbereen Stout,9.18
People's Brewing Company,Lava Rock Porter,8.35
People's Brewing Company,Puget Porter,6.51
Fort George Brewery,Extra Special Bitter,8.21
Fort George Brewery,Pale Ale,7.37
Fort George Brewery,Irish Stout,4.77
Fort George Brewery,Warminster Special Bitter,8.09
Fort George Brewery,Snow Cap,6.32
Fort George Brewery,Del Rio Lager,4.72
Fort George Brewery,Baron Schwarzbier,5.27
Fort George Brewery,Old Bawdy 2006,7.25
Fort George Brewery,Possession Porter,6.18
Fort George Brewery,Pinnacle Peak Pale Ale,5.42
Branchline Brewing Company,No Doubt Stout,7.2
Branchline Brewing Company,Yo Ho Ho Christmas Ale 2001,7.63
Branchline Brewing Company,Double Black Stout,8.12
Branchline Brewing Company,Mudshark Porter,5.15
Branchline Brewing Company,Irish Style Ale,7.48
Branchline Brewing Company,Whoville Weizenbock,7.41
Branchline Brewing Company,Nebraska Bitter,6.97
Branchline Brewing Company,Grand Cru,4.57
Branchline Brewing Company,Black Mulligan Dublin Stout,7.2
Branchline Brewing Company,Winterhook Robust Winter Ale 2000,8.26
Kalona Brewing Company,Alembic Pale,9.05
Kalona Brewing Company,Hefeweizen,6.02
Kalona Brewing Company,Jolly Roger,4.85
Kalona Brewing Company,Rat City IPA,8.33
Kalona Brewing Company,Faux Paddy Irish Ale,7.17
Kalona Brewing Company,Avatar Jasmine IPA,7.07
Kalona Brewing Company,Brown Ale,9.3
Kalona Brewing Company,India Pale Ale,5.86
Kalona Brewing Company,The Wise ESB,5.58
Kalona Brewing Company,Elysian Fields Pale Ale,8.67
Modern Times Beer,Belgian White,7.11
Modern Times Beer,Steamer Glide Stout,5.81
Modern Times Beer,Pyramid Thunderhead IPA,6.67
Modern Times Beer,Nut Brown,4.55
Modern Times Beer,Porter,8.12
Modern Times Beer,Nightwatch Dark Ale,5.85
Modern Times Beer,Rat City IPA,6.32
Modern Times Beer,Driftwood Ale,8.1
Modern Times Beer,Apricot Weizen Ale,9.35
Modern Times Beer,Highwater Porter,9.24
Temperance Beer Company,Navidad,4.69
Temperance Beer Company,Nightwatch Dark Ale,4.95
Temperance Beer Company,DPA,5.34
Temperance Beer Company,Avatar Jasmine IPA,7.13
Temperance Beer Company,Puget Brown Porter,5.49
Temperance Beer Company,Tacoma Brew,4.5
Temperance Beer Company,Mongoose IPA,9.04
Temperance Beer Company,Auld Acquaintance Spiced Ale,6.02
Temperance Beer Company,Double Black Stout,4.56
Temperance Beer Company,Danger Ale,7.4
Wisconsin Brewing Company,Lighthouse Ale,5.25
Wisconsin Brewing Company,Heat Seeker Hefe,8.05
Wisconsin Brewing Company,Double Diamond Winter,6.56
Wisconsin Brewing Company,Winterhook Robust Winter Ale 1993,8.58
Wisconsin Brewing Company,Three Threads Porter,8.47
Wisconsin Brewing Company,Snow Cap,9.32
Wisconsin Brewing Company,Steelie Brown Ale,5.32
Wisconsin Brewing Company,Winterhook Robust Winter Ale 2000,6.63
Wisconsin Brewing Company,Firkin IPA,7.26
Wisconsin Brewing Company,Driftwood Ale,5.7
Crow Peak Brewing Company,Roza Reserve,8.78
Crow Peak Brewing Company,Danger Ale,5.15
Crow Peak Brewing Company,Mt. Takhoma Blonde Ale,5.02
Crow Peak Brewing Company,Oak Stout,6.15
Crow Peak Brewing Company,Three Threads Porter,5.9
Crow Peak Brewing Company,Dutch Girl Lager,6.91
Crow Peak Brewing Company,Sequoia Red,6.13
Crow Peak Brewing Company,Rye,7.99
Crow Peak Brewing Company,B̻te Blanche,8.83
Crow Peak Brewing Company,Afterburner IPA,4.87
Grapevine Craft Brewery,Ambrosia Maibock,8.71
Grapevine Craft Brewery,Grand Cru,7.93
Grapevine Craft Brewery,India Pale Ale,8.29
Grapevine Craft Brewery,Hefeweizen,7.22
Grapevine Craft Brewery,Imperial Pale,4.92
Grapevine Craft Brewery,Pinnacle Peak Pale Ale,5.19
Grapevine Craft Brewery,Kirkland Ale,4.67
Grapevine Craft Brewery,Three Threads Porter,4.97
Grapevine Craft Brewery,El Jefe Weizen Ale,5.16
Grapevine Craft Brewery,Tacoma Brew,6.9
Buffalo Bayou Brewing Company,Imperial Stout,8.22
Buffalo Bayou Brewing Company,E.S.B.,8.33
Buffalo Bayou Brewing Company,India Pale Ale,8.96
Buffalo Bayou Brewing Company,Oatmeal Stout,4.89
Buffalo Bayou Brewing Company,AK-47 Malt Liquor,4.88
Buffalo Bayou Brewing Company,Farm Frog,6.04
Buffalo Bayou Brewing Company,El Jefe Weizen Ale,7
Buffalo Bayou Brewing Company,Del Rio Lager,8.48
Buffalo Bayou Brewing Company,N.W. Pale Ale,6.47
Buffalo Bayou Brewing Company,Amber Weizen,7.07
Texian Brewing Co.,Avatar Jasmine IPA,7.3
Texian Brewing Co.,Golden Ale,6.03
Texian Brewing Co.,Weisse,6.52
Texian Brewing Co.,Pyramid Thunderhead IPA,8.25
Texian Brewing Co.,Porter,6.79
Texian Brewing Co.,Pseudo Lambic Framboise,7.16
Texian Brewing Co.,Doppel Bock,8.33
Texian Brewing Co.,Wee Heavy Winter Ale,8.84
Texian Brewing Co.,Kilt Lifter Scotch Ale,8.18
Texian Brewing Co.,Ambrosia Maibock,6.91
Orpheus Brewing,Cream Stout,5.33
Orpheus Brewing,Bottleworks IPA,9.09
Orpheus Brewing,Blonde Ale,6.49
Orpheus Brewing,Amber Ale,4.89
Orpheus Brewing,Mudshark Porter,4.54
Orpheus Brewing,Red Menace Big Amber,6.67
Orpheus Brewing,Old Rip Oatmeal Stout,5.31
Orpheus Brewing,Salmon Bay E.S.B.,8.03
Orpheus Brewing,Irish Stout,8.85
Orpheus Brewing,Pyramid Amber Weizen,7.08
Forgotten Boardwalk,Poseidon Imperial Stout,7.78
Forgotten Boardwalk,Alki Ale,4.72
Forgotten Boardwalk,Organic India Pale Ale,7.27
Forgotten Boardwalk,Warminster Special Bitter,4.84
Forgotten Boardwalk,Afterburner IPA,6.63
Forgotten Boardwalk,Imperial I.P.A.,6.32
Forgotten Boardwalk,Trombipulator,6.37
Forgotten Boardwalk,Pale Ale,9.39
Forgotten Boardwalk,Traditional ESB,9.02
Forgotten Boardwalk,Hammerhead Ale,7.67
Laughing Dog Brewing Company,Tacoma Brew,5.42
Laughing Dog Brewing Company,Jolly Roger,6.91
Laughing Dog Brewing Company,Thornton Creel Ale,5.66
Laughing Dog Brewing Company,Ambrosia Maibock,5.04
Laughing Dog Brewing Company,Rye,5.94
Laughing Dog Brewing Company,Organic India Pale Ale,9.31
Laughing Dog Brewing Company,India Pale Ale,7.19
Laughing Dog Brewing Company,Winterhook Robust Winter Ale 1993,5.53
Laughing Dog Brewing Company,DPA,8.26
Laughing Dog Brewing Company,Extra Special Bitter,7.96
Bozeman Brewing Company,Cyclops Barleywine,8.15
Bozeman Brewing Company,Kirkland Ale,5.68
Bozeman Brewing Company,Cream Stout,8.17
Bozeman Brewing Company,Possession Porter,8.35
Bozeman Brewing Company,Yellowjacket Pale Ale,7.22
Bozeman Brewing Company,Imperial I.P.A.,9.47
Bozeman Brewing Company,Imperial I.P.A.,9.22
Bozeman Brewing Company,Deep Powder Winter Ale,7.45
Bozeman Brewing Company,Warminster Special Bitter,8.03
Bozeman Brewing Company,Mudshark Porter,8.46
Big Choice Brewing,Baron Oktoberfest,7.24
Big Choice Brewing,Driftwood Ale,4.96
Big Choice Brewing,DPA,4.54
Big Choice Brewing,Icebreaker Barley Wine,6.82
Big Choice Brewing,Imperial Stout,7.85
Big Choice Brewing,Del Rio Lager,7.6
Big Choice Brewing,Pale Ale,4.54
Big Choice Brewing,Hefeweizen,6.38
Big Choice Brewing,Barley Wine Ale,5.48
Big Choice Brewing,IPA,9.31
Big Storm Brewing Company,Belgian White,4.58
Big Storm Brewing Company,BiFr̦st Winter Ale,6.71
Big Storm Brewing Company,Barleywine,5.33
Big Storm Brewing Company,India Pale Ale,5.79
Big Storm Brewing Company,Whoville Weizenbock,7.06
Big Storm Brewing Company,Golden Ale,5.03
Big Storm Brewing Company,BiFr̦st Winter Ale,8.19
Big Storm Brewing Company,Lava Rock Porter,9.49
Big Storm Brewing Company,Afterburner IPA,7.72
Big Storm Brewing Company,Baron Pilsner,8.34
Carton Brewing Company,El Jefe Weizen Ale,7.04
Carton Brewing Company,Amber Weizen,4.94
Carton Brewing Company,India Pale Ale,8.82
Carton Brewing Company,Atlas Amber Ale,9.15
Carton Brewing Company,Spring Bock,8.77
Carton Brewing Company,DPA,6.17
Carton Brewing Company,India Pale Ale,9.19
Carton Brewing Company,Baron Helles Bock,8.06
Carton Brewing Company,Gale Force IPA,4.81
Carton Brewing Company,Riot Ale,9.02
Midnight Sun Brewing Company,Industrial IPA,9.07
Midnight Sun Brewing Company,Winterhook Robust Winter Ale 1993,8.3
Midnight Sun Brewing Company,Pseudo Lambic Framboise,8.37
Midnight Sun Brewing Company,Faux Paddy Irish Ale,5.75
Midnight Sun Brewing Company,Gale Force IPA,7.39
Midnight Sun Brewing Company,Amber Weizen,7.49
Midnight Sun Brewing Company,Old Woody 2005,4.66
Midnight Sun Brewing Company,Scotch brand Ale,7.45
Midnight Sun Brewing Company,Steelie Brown Ale,6.32
Midnight Sun Brewing Company,Weisse,7.91
Fat Head's Brewery,Foster Child Australian Lager,8.14
Fat Head's Brewery,Irish Style Ale,6.41
Fat Head's Brewery,Spitfire Best Bitter,6.1
Fat Head's Brewery,Thunder Head IPA,5.32
Fat Head's Brewery,Organic India Pale Ale,9.05
Fat Head's Brewery,Pyramid Apricot Weizen,5.22
Fat Head's Brewery,Leviathan 2004,4.99
Fat Head's Brewery,Elysian Fields Pale Ale,5.86
Fat Head's Brewery,Saison,6.96
Fat Head's Brewery,Whoville Weizenbock,7.32
Refuge Brewery,Vashon Old Stock Ale,5.43
Refuge Brewery,Curve Ball,8.33
Refuge Brewery,N.W. Pale Ale,5.72
Refuge Brewery,India Pale Ale,9.06
Refuge Brewery,Hefe Weizen,7.09
Refuge Brewery,Skibbereen Stout,6.81
Refuge Brewery,Hammerhead Ale,4.51
Refuge Brewery,Snow Cap,9.33
Refuge Brewery,Best Bitter,5.84
Refuge Brewery,Slam Dunkelweizen,9.23
Chatham Brewing,Firehouse Red,5.44
Chatham Brewing,Blacktop Porter,7.03
Chatham Brewing,Cream Stout,5.93
Chatham Brewing,Avatar Jasmine IPA,5.67
Chatham Brewing,Red Menace Big Amber,6.46
Chatham Brewing,Gale Force IPA,7.84
Chatham Brewing,Curve Ball,5.92
Chatham Brewing,Icebreaker Barley Wine,9.38
Chatham Brewing,Whoville Weizenbock,8.33
Chatham Brewing,Weisse,5.16
DC Brau Brewing Company,Organic India Pale Ale,7.17
DC Brau Brewing Company,Highwater Porter,5
DC Brau Brewing Company,Red Card Lager,8.87
DC Brau Brewing Company,DPA,7.32
DC Brau Brewing Company,Homeport Blonde,8.8
DC Brau Brewing Company,Mongoose IPA,5.25
DC Brau Brewing Company,Traditional ESB,5.14
DC Brau Brewing Company,Castaway Barley Wine Winter Ale,5.71
DC Brau Brewing Company,Apricot Weizen Ale,4.78
DC Brau Brewing Company,Snow Cap,8.27
Geneva Lake Brewing Company,I.M. Pale,8.3
Geneva Lake Brewing Company,Two Frog Dubbel,5.87
Geneva Lake Brewing Company,El Jefe Weizen Ale,4.83
Geneva Lake Brewing Company,Imperial I.P.A.,5.12
Geneva Lake Brewing Company,Redhook Long Hammer IPA,5.94
Geneva Lake Brewing Company,Afterburner IPA,8.62
Geneva Lake Brewing Company,Sick Duck Imperial Stout,8.25
Geneva Lake Brewing Company,Blonde Ale,5.25
Geneva Lake Brewing Company,Pyramid Apricot Weizen,7.39
Geneva Lake Brewing Company,Hoptoberfest,4.95
Rochester Mills Brewing Company,Organic India Pale Ale,8.63
Rochester Mills Brewing Company,Nightwatch Dark Ale,7.44
Rochester Mills Brewing Company,Firehouse Red,6.88
Rochester Mills Brewing Company,Portage Bay Pilsener,7.18
Rochester Mills Brewing Company,Del Rio Lager,7.08
Rochester Mills Brewing Company,Baron Pilsner,6.77
Rochester Mills Brewing Company,Farm Frog,5.07
Rochester Mills Brewing Company,Double Black Stout,6.79
Rochester Mills Brewing Company,Brown Ale,8.14
Rochester Mills Brewing Company,Spitfire Best Bitter,9.29
Cape Ann Brewing Company,Weissbier,9.28
Cape Ann Brewing Company,Slam Dunkelweizen,8.18
Cape Ann Brewing Company,Nut Brown Ale,4.81
Cape Ann Brewing Company,Faux Paddy Irish Ale,4.75
Cape Ann Brewing Company,Jolly Roger,6.74
Cape Ann Brewing Company,Dry Hopped IPA,5.2
Cape Ann Brewing Company,Humbles Blond Ale,9.26
Cape Ann Brewing Company,LaConner Pilsener,8.54
Cape Ann Brewing Company,Pale Ale,7.02
Cape Ann Brewing Company,Alembic Pale,7.38
Borderlands Brewing Company,Afterburner IPA,6.63
Borderlands Brewing Company,Amber Ale,4.68
Borderlands Brewing Company,Firehouse Red,6.14
Borderlands Brewing Company,Hart Espresso Stout,8.96
Borderlands Brewing Company,Blacktop Porter,5.57
Borderlands Brewing Company,Two Frog Dubbel,6.36
Borderlands Brewing Company,Spiced Ale,6.82
Borderlands Brewing Company,Poseidon Imperial Stout,4.61
Borderlands Brewing Company,Blonde Ale,7.06
Borderlands Brewing Company,Pyramid Thunderhead IPA,8.11
College Street Brewhouse and Pub,Oktoberfest,4.64
College Street Brewhouse and Pub,Terminator Stout,8.16
College Street Brewhouse and Pub,AK-47 Malt Liquor,5.08
College Street Brewhouse and Pub,Belgian White,6.84
College Street Brewhouse and Pub,Scarlet Fire IPA,7.23
College Street Brewhouse and Pub,Steamer Glide Stout,9.03
College Street Brewhouse and Pub,Hefeweizen,7.74
College Street Brewhouse and Pub,Icebreaker Barley Wine,7.01
College Street Brewhouse and Pub,Firkin IPA,9.23
College Street Brewhouse and Pub,Industrial IPA,8.85
Joseph James Brewing Company,Pyramid Amber Weizen,6.9
Joseph James Brewing Company,Jolly Roger,6.34
Joseph James Brewing Company,Tacoma Brew,5.22
Joseph James Brewing Company,Sequoia Red,7.96
Joseph James Brewing Company,Whoville Weizenbock,6.89
Joseph James Brewing Company,N.W. Pale Ale,8.71
Joseph James Brewing Company,5 |000 Year Ale,7.51
Joseph James Brewing Company,Heat Seeker Hefe,7.4
Joseph James Brewing Company,Pyramid Hefe Weizen,5.95
Joseph James Brewing Company,Silk Lady,4.92
Harpoon Brewery,Snow Melt Nitrogen Pale,5.38
Harpoon Brewery,Sun Fest,7.02
Harpoon Brewery,India Pale Ale,7
Harpoon Brewery,Roza Reserve,8.63
Harpoon Brewery,Organic India Pale Ale,7.82
Harpoon Brewery,Hoptoberfest,6
Harpoon Brewery,Old Seattle Lager,7.6
Harpoon Brewery,Blind Pig Dunkelweizen,6.4
Harpoon Brewery,Oatmeal Stout,9.07
Harpoon Brewery,Admiral ESB,8.29
Back East Brewing Company,The Immortal IPA,5.94
Back East Brewing Company,Sick Duck Imperial Stout,5.71
Back East Brewing Company,Jolly Roger,6.21
Back East Brewing Company,Nut Brown,7.16
Back East Brewing Company,Del Rio Lager,5.74
Back East Brewing Company,Point Defiance IPA,6.13
Back East Brewing Company,Organic India Pale Ale,8
Back East Brewing Company,Monkfish Tripel,8.26
Back East Brewing Company,BiFr̦st Winter Ale,7.34
Back East Brewing Company,Steamer Glide Stout,6.93
Champion Brewing Company,Perseus Porter,5.14
Champion Brewing Company,BiFr̦st Winter Ale,7.58
Champion Brewing Company,Trumpeter,7.54
Champion Brewing Company,India Pale Ale,5.88
Champion Brewing Company,Spring Bock,6.5
Champion Brewing Company,Poseidon Imperial Stout,7.01
Champion Brewing Company,Golden Ale,5.87
Champion Brewing Company,Old Woody 2005,5.66
Champion Brewing Company,Pinnacle Peak Pale Ale,9.26
Champion Brewing Company,Cyclops Barleywine,6.08
Devil's Backbone Brewing Company,Puget Brown Porter,5.17
Devil's Backbone Brewing Company,Old Bawdy 2006,7.7
Devil's Backbone Brewing Company,Moss Bay Extra,5.23
Devil's Backbone Brewing Company,Pyramid Thunderhead IPA,4.88
Devil's Backbone Brewing Company,Thunder Head IPA,6.56
Devil's Backbone Brewing Company,Navidad,7.55
Devil's Backbone Brewing Company,First Flight Amber Ale,6.16
Devil's Backbone Brewing Company,Saison,5.57
Devil's Backbone Brewing Company,Roza Reserve,7.52
Devil's Backbone Brewing Company,Pyramid Apricot Weizen,5.07
Newburgh Brewing Company,Saison,6.78
Newburgh Brewing Company,Atlas Amber Ale,5.57
Newburgh Brewing Company,Navidad,7.06
Newburgh Brewing Company,Vashon Old Stock Ale,7.28
Newburgh Brewing Company,Afterburner IPA,6.95
Newburgh Brewing Company,Firkin IPA,5.84
Newburgh Brewing Company,Double Diamond Winter,6.67
Newburgh Brewing Company,Black Mulligan Dublin Stout,6.88
Newburgh Brewing Company,Whistling Pig Hefeweizen,8.83
Newburgh Brewing Company,B̻te Blanche,5.67
Wiseacre Brewing Company,Hefe Weizen,9.17
Wiseacre Brewing Company,Thornton Creel Ale,9.05
Wiseacre Brewing Company,Highwater Porter,7.19
Wiseacre Brewing Company,Frosty Frog,9.26
Wiseacre Brewing Company,Bottleworks IPA,8.48
Wiseacre Brewing Company,Baron Pilsner,4.65
Wiseacre Brewing Company,Snow Cap,5.36
Wiseacre Brewing Company,Amber Ale,9.27
